subjID,prime,target,RT,accuracy,Path Similarity,Wu-Palmer Similarity,Leacock-Chodorow Similarity,Resnik Similarity,Jiang-Conrath Similarity,Lin Similarity,reuters,brown,gutenberg,webtext,weighted_avg
1,last,chance,435.0,1.0,0.3333333333333333,0.5,2.159484249353372,0.0,0.07026907865862882,0.0,0.0006657789613848203,0.0,0.0007662835249042146,0.01,0.0009718172983479105
1,grocery,store,487.0,1.0,0.25,0.8571428571428571,2.2512917986064953,7.483665235906,0.3619790472743876,0.8441848223249124,0.25,0.42857142857142855,,0.0,0.2777777777777778
1,ozone,layer,394.0,1.0,0.1111111111111111,0.3333333333333333,1.4403615823901665,0.8017591149538994,0.05093390162562121,0.07550655934923481,1.0,0.0,0.0,,0.3333333333333333
1,time,clock,394.0,1.0,1.0,1.0,3.258096538021482,7.388910920269374,1e+300,1.0,0.0,0.0006426735218508997,0.0,0.0,0.000185459940652819
1,lift,one,460.0,1.0,0.25,0.4,,,,,0.0,0.0,0.0,0.25,0.004672897196261682
1,picture,frame,516.0,1.0,0.5,0.9411764705882353,2.9444389791664407,7.010301427379098,0.33580015809784847,0.8248109911483054,0.0,0.006211180124223602,0.0,0.0,0.0031847133757961785
1,diameter,circle,445.0,1.0,0.2,0.6666666666666666,2.0281482472922856,4.8358257837506455,0.0915224753260844,0.46954484334167146,0.0,0.022222222222222223,0.0,,0.019230769230769232
1,backward,movement,482.0,1.0,0.14285714285714285,0.25,,,,,1.0,0.0,0.02,0.0,0.02702702702702703
1,moral,values,603.0,1.0,0.25,0.4,,,,,0.0,0.014388489208633094,0.0,0.0,0.010869565217391304
1,complete,destruction,755.0,1.0,0.14285714285714285,0.25,,,,,0.0,0.0111731843575419,0.0,0.0,0.004405286343612335
1,wood,log,503.0,1.0,0.5,0.9411764705882353,2.9444389791664407,8.50202056944394,0.3481243368503586,0.8554813164495568,0.0,0.0,0.003048780487804878,0.0,0.0023148148148148147
1,cause,why,570.0,1.0,0.1111111111111111,0.2,1.4403615823901665,-0.0,0.09313605674220456,-0.0,0.0,0.0,0.004008016032064128,0.0,0.0022988505747126436
1,mad,thing,450.0,1.0,0.25,0.4,,,,,0.0,0.0,0.004651162790697674,0.0,0.0033783783783783786
1,years,age,480.0,1.0,1.0,1.0,3.6375861597263857,7.334701082766041,1e+300,1.0,0.0,0.0,0.0,0.007633587786259542,0.0003419972640218878
1,early,bird,309.0,0.0,0.2,0.3333333333333333,,,,,0.0,0.0,0.0036101083032490976,0.0,0.0008650519031141869
1,excise,tax,582.0,1.0,0.5,0.8888888888888888,2.5649493574615367,9.31127518102436,0.24926042311269592,0.8227536393517271,0.2222222222222222,0.25,,,0.23076923076923078
1,meaningful,relationship,520.0,1.0,0.16666666666666666,0.2857142857142857,,,,,0.0,0.043478260869565216,,0.0,0.02702702702702703
1,her,she,323.0,1.0,,,,,,,0.0,0.0013864818024263432,0.0006276338204967274,0.0036900369003690036,0.0008910823222976215
1,compact,disc,542.0,1.0,0.14285714285714285,0.6666666666666666,1.6916760106710724,3.2576790258866897,0.062240523989766997,0.2885191966956703,0.2,0.0,0.0,0.0,0.018867924528301886
1,roof,tile,418.0,1.0,0.3333333333333333,0.3333333333333333,2.159484249353372,5.75683250664976,0.09741758093102543,0.5286650355412579,0.5,0.0,0.0,0.0,0.007462686567164179
1,budget,plan,351.0,1.0,0.5,0.9333333333333333,2.9444389791664407,6.17155027296036,0.23327878354632856,0.7422270819537073,0.009876543209876543,0.0,,0.0,0.008620689655172414
1,grab,bag,3.0,1.0,0.2,0.7142857142857143,2.0281482472922856,2.3322377550841122,0.06601600606952224,0.23543311440809442,0.0,0.08333333333333333,0.0,0.0,0.037037037037037035
1,south,west,467.0,1.0,0.3333333333333333,0.8571428571428571,2.538973871058276,4.763861414986313,0.11300953636506926,0.518472256457342,0.0,0.0,0.0051813471502590676,0.0,0.002967359050445104
1,after,sunset,536.0,1.0,0.3333333333333333,0.5,-0.4054651081081644,,,,0.0005361930294906167,0.002430133657351154,0.0008267879288962381,0.0,0.0008827683615819209
1,estimate,average,456.0,1.0,0.3333333333333333,0.75,2.159484249353372,5.753731728971512,0.23272579537076202,0.7281192836889334,0.0045662100456621,0.0,0.0,0.0,0.0037313432835820895
1,presence,there,445.0,1.0,0.125,0.2222222222222222,,,,,0.0,0.013333333333333334,0.0,0.0,0.003003003003003003
1,file,cabinet,397.0,1.0,0.25,0.8421052631578947,2.2512917986064953,6.616276095021827,0.12518787080570984,0.6235726393006733,0.0,0.013333333333333334,0.0,0.0,0.0022471910112359553
1,since,then,519.0,1.0,,,,,,,0.022941970310391364,0.01098901098901099,0.014285714285714285,0.04081632653061224,0.017867435158501442
1,plane,crash,453.0,1.0,0.25,0.4,,,,,0.0,0.017857142857142856,0.0,0.0,0.014084507042253521
1,out,in,370.0,1.0,0.3333333333333333,0.5,,,,,0.030263157894736843,0.043245869776482024,0.020173420633516192,0.012658227848101266,0.02559912854030501
1,bubble,gum,551.0,1.0,0.2,0.3333333333333333,1.6486586255873816,0.0,0.04271218513488293,0.0,0.0,0.08333333333333333,0.0,0.0,0.029411764705882353
1,window,glass,559.0,1.0,0.16666666666666666,0.6666666666666666,1.845826690498331,2.305848731451232,0.07053366034761685,0.24544241700717226,0.0,0.008403361344537815,0.0,0.0,0.0009389671361502347
1,door,open,382.0,1.0,0.1111111111111111,0.42857142857142855,1.4403615823901665,1.2900256809649917,0.0696910044391619,0.1524032886665071,0.14705882352941177,0.019230769230769232,0.007926023778071334,0.017241379310344827,0.015503875968992248
1,first,saw,361.0,1.0,0.3333333333333333,0.5,,,,,0.0,0.0024154589371980675,0.004338394793926247,0.0,0.0023584905660377358
1,wait,long,392.0,1.0,0.3333333333333333,0.5,,,,,0.0,0.0,0.01079136690647482,0.0,0.00663716814159292
1,against,for,490.0,1.0,,,,,,,0.0,0.0,0.0004434589800443459,0.0,0.00023126734505087883
1,herb,garden,236.0,1.0,0.07692307692307693,0.3333333333333333,1.072636802264849,1.2900256809649917,0.06932967593644711,0.15173301462444433,,0.6666666666666666,0.0,,0.05555555555555555
1,asteroid,belt,796.0,1.0,0.2,0.3333333333333333,,,,,,1.0,,,1.0
1,factory,worker,369.0,0.0,0.1,0.47058823529411764,1.3350010667323402,1.5318337432196856,0.090849777181188,0.2177315283136138,0.0,0.043478260869565216,0.0,0.0,0.017241379310344827
1,ball,bat,512.0,1.0,0.16666666666666666,0.7368421052631579,1.845826690498331,5.268142166917219,0.10789864791271829,0.5320216159897492,0.0,0.009900990099009901,0.0,0.0,0.004149377593360996
1,chemical,reaction,355.0,0.0,0.125,0.2222222222222222,,,,,0.0,0.017543859649122806,0.0,0.0,0.006535947712418301
1,metric,system,629.0,1.0,0.2,0.5,2.0281482472922856,0.5962292078977726,0.0832554270412778,0.09031252997007017,0.08333333333333333,,,1.0,0.15384615384615385
1,phone,call,520.0,1.0,1.0,1.0,3.258096538021482,7.874253296394812,1e+300,1.0,0.1,0.019230769230769232,,0.0,0.015037593984962405
1,further,away,445.0,1.0,0.3333333333333333,0.5,-0.4054651081081644,,,,0.0,0.005154639175257732,0.0056179775280898875,0.0,0.0016906170752324597
1,united,states,2465.0,1.0,0.25,0.4,1.8718021769015913,0.0,0.07366890481814473,0.0,0.5,0.0,0.0,,0.04411764705882353
1,deadly,poison,416.0,1.0,0.25,0.4,,,,,0.0,0.0,0.019230769230769232,,0.013513513513513514
1,argue,it,505.0,0.0,0.07142857142857142,0.13333333333333333,,,,,0.043478260869565216,0.0,0.0,0.0,0.015384615384615385
1,vice,president,514.0,1.0,0.125,0.631578947368421,1.55814461804655,3.143520233107207,0.10079011285565746,0.38788184227383316,0.6242424242424243,0.5384615384615384,0.0,0.0,0.5545023696682464
1,make,do,102.0,1.0,1.0,1.0,3.258096538021482,6.09421095085451,1e+300,1.0,0.0,0.0026041666666666665,0.0,0.0,0.0005334755934915977
1,total,all,445.0,1.0,0.3333333333333333,0.5,,,,,0.001838235294117647,0.004784688995215311,0.0,0.0,0.0022404779686333084
1,screw,driver,512.0,1.0,0.14285714285714285,0.6,1.6916760106710724,2.333545243735693,0.0615418228797152,0.2231327790562317,,0.05,0.0,0.0,0.030303030303030304
1,welcome,home,411.0,1.0,0.3333333333333333,0.5,-0.4054651081081644,,,,0.0,0.0,0.007462686567164179,0.0,0.0047169811320754715
1,split,second,375.0,1.0,0.3333333333333333,0.5,,,,,0.0,0.10344827586206896,0.03571428571428571,0.0,0.007984031936127744
